source,listing_id,title,price,currency,year,fuel_type,transmission,creator,sector,mileage,brand,model,door_count,origin,first_owner,fiscal_power,condition,equipment,seller_city,image_folder,url,publication_date
moteur,632733,hyundai Accent Automatique,"153,000 MAD",MAD,2023,Diesel,Automatique,N/A,Rabat,"112,000 km",Hyundai,Accent,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Rabat,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632733/hyundai-accent.html,2026-08-12 23:22:02
moteur,632732,Seat Toledo,"130,000 MAD",MAD,2015,Diesel,Manuelle,N/A,Casablanca,"88,000 km",Seat,Toledo,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632732/seat-toledo.html,2026-08-12 23:22:01
moteur,632731,208  3amra,"95,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Fes,"160,000 km",Renault,Clio,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632731/renault-clio.html,2026-08-12 23:22:01
moteur,632729,Mercedes GLC 300D,"785,000 MAD",MAD,2023,Diesel,Automatique,N/A,Casablanca,"75,000 km",Mercedes-Benz,Classe GLC,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632729/mercedes-benz-classe-glc.html,2026-08-12 23:11:03
moteur,632728,Ssangyong Actyon Diesel Manuelle 2009 à Tétouan,"53,000 MAD",MAD,2009,Diesel,Manuelle,N/A,Tetouan,"276,000 km",Ssangyong,Actyon,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, ESP, Ordinateur de bord, Jantes, CD / MP3 / Bluetooth",Tetouan,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632728/ssangyong-actyon.html,2026-08-12 23:11:03
moteur,632727,Volkswagen Arteon,"230,000 MAD",MAD,2019,Diesel,Automatique,N/A,Tanger,"180,000 km",Volkswagen,Arteon,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632727/volkswagen-arteon-.html,2026-08-12 23:11:03
moteur,632726,Clio 4 diesel manuel,Appeler pour le prix,MAD,2020,Diesel,Manuelle,N/A,Temara,"130,000 km",Renault,Clio,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Temara,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632726/renault-clio.html,2026-08-12 23:11:02
moteur,632725,sidi Othmane bnmsik,"65,000 MAD",MAD,2007,Diesel,Manuelle,N/A,Casablanca,0 km,Renault,Laguna,5,N/A,N/A,7,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Radar de recul, Limiteur de vitesse",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632725/renault-laguna-.html,2026-08-12 23:11:02
moteur,632723,2021 BMW X3,"319,000 MAD",MAD,2021,Diesel,Automatique,N/A,Casablanca,"99,000 km",BMW,X3,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632723/bmw-x3.html,2026-08-12 23:00:30
moteur,632722,citroen berlingo 2018 2main,"139,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Azrou,"143,000 km",Citroën,Berlingo,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Airbags, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Azrou,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632722/citroen-berlingo.html,2026-08-12 23:00:30
moteur,632721,دايهاتسو بيكوب,"21,000 MAD",MAD,1990,Essence,Manuelle,N/A,Casablanca,"45,000 km",Daihatsu,Copen,3,N/A,N/A,5,N/A,"État du véhicule, Intérieur cuir, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632721/daihatsu-copen.html,2026-08-12 23:00:30
moteur,632720,2023 Bmw serie 5,"456,000 MAD",MAD,2023,Diesel,Automatique,N/A,Casablanca,"60,000 km",BMW,Série 5,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632720/bmw-serie-5.html,2026-08-12 23:00:30
moteur,632719,ALFA ROMEO STELVIO,"325,000 MAD",MAD,2024,Diesel,Automatique,N/A,Casablanca,"50,000 km",Alfa Romeo,Stelvio,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632719/alfa-romeo-stelvio.html,2026-08-12 23:00:29
moteur,632718,Mercedes Classe A,"258,000 MAD",MAD,2019,Diesel,Automatique,N/A,Casablanca,"70,000 km",Mercedes-Benz,Classe A,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632718/mercedes-benz-classe-a.html,2026-08-12 23:00:29
moteur,632717,فيات بونتو افو,"59,000 MAD",MAD,2012,Diesel,Manuelle,N/A,Fes,"164,000 km",Fiat,Punto,5,N/A,N/A,5,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632717/fiat-punto.html,2026-08-12 23:00:29
moteur,632716,Kia Sportage Diesel Manuelle 2011 à Bouskoura,"113,000 MAD",MAD,2011,Diesel,Manuelle,N/A,Bouskoura,"200,000 km",Kia,Sportage,N/A,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Jantes",Bouskoura,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632716/kia-sportage.html,2026-08-12 22:55:04
moteur,632715,Passat B6 Automatique,"100,000 MAD",MAD,2005,Diesel,Automatique,N/A,Casablanca,"233,000 km",Volkswagen,Passat,5,N/A,N/A,8,N/A,"État du véhicule, Climatisation, Airbags, Radar de recul, Jantes",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632715/volkswagen-passat.html,2026-08-12 22:55:04
moteur,632714,rzr pro r 2000cc,"430,000 MAD",MAD,2025,Essence,Automatique,N/A,Marrakech,"4,000 km",Polaris,RZR,5,N/A,N/A,12,N/A,"État du véhicule, ABS, Régulateur de vitesse, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632714/polaris-rzr.html,2026-08-12 22:55:03
moteur,632713,golf 7 en bon etat,"142,000 MAD",MAD,2015,Diesel,Manuelle,N/A,Marrakech,"187,000 km",Volkswagen,Golf 7,N/A,N/A,N/A,6,N/A,golf 7 a vendre en bon état aucune réparation a prévoir jamais accidenté juste parchoque av et ar sont déja refait,Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632713/volkswagen-golf-7.html,2026-08-12 22:55:03
moteur,632712,Marrakech,"170,000 MAD",MAD,2023,Diesel,Manuelle,N/A,Marrakech,"560,000 km",Fiat,Doblo,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Airbags, Régulateur de vitesse, Vitres électriques, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth, ABS, ESP",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632712/fiat-doblo.html,2026-08-12 22:55:03
moteur,632711,Renault Clio 2016,"95,000 MAD",MAD,2016,Diesel,Manuelle,N/A,Autre,"89,900 km",Renault,Clio,5,N/A,N/A,6,N/A,État du véhicule,Autre,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632711/renault-clio.html,2026-08-12 22:55:02
moteur,632710,audi a4 fes,"135,000 MAD",MAD,2011,Diesel,Automatique,N/A,Fes,"209,000 km",Audi,A4,N/A,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632710/audi-a4.html,2026-08-12 22:55:02
moteur,632709,seat ibiza,"550,000 MAD",MAD,2005,Diesel,Manuelle,N/A,Marrakech,"320,000 km",Seat,Ibiza,5,N/A,N/A,8,N/A,"État du véhicule, Vitres électriques, Radar de recul, Jantes, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632709/seat-ibiza.html,2026-08-12 22:55:02
moteur,632708,سيارة صغيرة عملية في حالة جيدة,"59,000 MAD",MAD,2011,Essence,Manuelle,N/A,Casablanca,"180,000 km",Hyundai,i10,5,N/A,N/A,6,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632708/hyundai-i10.html,2026-08-12 22:55:01
moteur,632707,بونتو Evo,"67,000 MAD",MAD,2013,Essence,Manuelle,N/A,Meknes,"217,000 km",Fiat,Punto,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Meknes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632707/fiat-punto.html,2026-08-12 22:55:01
moteur,632706,اسفي  حي وريدة,Appeler pour le prix,MAD,2005,Essence,Manuelle,N/A,Safi,200 km,Peugeot,206,5,N/A,N/A,5,N/A,État du véhicule,Safi,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632706/peugeot-206.html,2026-08-12 22:44:04
moteur,632705,Peugeot 308 Diesel Manuelle 2021 à Casablanca,"173,000 MAD",MAD,2021,Diesel,Manuelle,N/A,Casablanca,"117,000 km",Peugeot,308,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632705/peugeot-308.html,2026-08-12 22:44:04
moteur,632704,mercedes model 2016 dewana 2019,"320,000 MAD",MAD,2016,Diesel,Automatique,N/A,Casablanca,"163,000 km",Mercedes-Benz,220,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632704/mercedes-benz-220.html,2026-08-12 22:44:03
moteur,632703,سيارة للبيع,"160,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Autre,"66,000 km",Dacia,Logan,5,N/A,N/A,7,N/A,État du véhicule,Autre,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632703/dacia-logan.html,2026-08-12 22:44:03
moteur,632702,سيارات مستعملة اقتصادية,"119,000 MAD",MAD,2015,Diesel,Manuelle,N/A,Safi,223 km,Mitsubishi,Outlander,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Safi,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632702/mitsubishi-outlander.html,2026-08-12 22:44:03
moteur,632701,سيارة في حالة جيدة جدا,"77,000 MAD",MAD,2012,Diesel,Manuelle,N/A,Autre,"160,000 km",Peugeot,206,5,N/A,N/A,7,N/A,État du véhicule,Autre,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632701/peugeot-206.html,2026-08-12 22:44:02
moteur,632700,seat leon fr Anniversaire,"217,000 MAD",MAD,2020,Diesel,Manuelle,N/A,Casablanca,"170,000 km",Seat,Leon,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632700/seat-leon.html,2026-08-12 22:44:02
moteur,632699,Kia Sportage Diesel Manuelle 2011 à Bouskoura,"113,000 MAD",MAD,2011,Diesel,Manuelle,N/A,Bouskoura,"200,000 km",Kia,Sportage,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Jantes",Bouskoura,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632699/kia-sportage.html,2026-08-12 22:44:02
moteur,632698,أودى أ 4 طنبيل نقية,"58,000 MAD",MAD,2005,Diesel,Manuelle,N/A,Casablanca,"30,741 km",Audi,A4,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Airbags, Vitres électriques, Jantes, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632698/audi-a4.html,2026-08-12 22:33:06
moteur,632697,أودى أ 4 طنبيل نقية,"58,000 MAD",MAD,2005,Diesel,Manuelle,N/A,Casablanca,"30,741 km",Audi,A4,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Airbags, Vitres électriques, Jantes, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632697/audi-a4.html,2026-08-12 22:33:06
moteur,632696,Tiguan R-line,Appeler pour le prix,MAD,2022,Diesel,Automatique,N/A,Casablanca,"160,000 km",Volkswagen,Tiguan,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632696/volkswagen-tiguan.html,2026-08-12 22:33:06
moteur,632695,fait d rawech li bghaha marhba,"20,000 MAD",MAD,2003,Diesel,Manuelle,N/A,Tanger,"438,420 km",Fiat,Uno,N/A,N/A,N/A,7,N/A,État du véhicule,Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632695/fiat-uno.html,2026-08-12 22:33:06
moteur,632694,Seat Ateca dédouaner 2026,"310,000 MAD",MAD,2023,Diesel,Automatique,N/A,Sale,"165,000 km",Seat,Ateca,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Sale,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632694/seat-ateca.html,2026-08-12 22:33:05
moteur,632693,Volkswagen Tiguan R line,"310,000 MAD",MAD,2017,Diesel,Automatique,N/A,Marrakech,"180,000 km",Volkswagen,Tiguan,N/A,N/A,N/A,41,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632693/volkswagen-tiguan.html,2026-08-12 22:33:05
moteur,632692,Porsche Panamera Essence 2012 3 litres  v6 300 Ch,"155,500 MAD",MAD,2012,Essence,Automatique,N/A,Meknes,"133,223 km",Porsche,Panamera,5,N/A,N/A,12,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Meknes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632692/porsche-panamera.html,2026-08-12 22:33:05
moteur,632691,toyota prado vx,"110,000 MAD",MAD,2004,Diesel,Automatique,N/A,Agadir,400 km,Toyota,Prado,5,N/A,N/A,12,N/A,"État du véhicule, Jantes",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632691/toyota-prado.html,2026-08-12 22:33:05
moteur,632690,Hyundai i20 diesel,"130,000 MAD",MAD,2021,Diesel,Manuelle,N/A,Casablanca,"100,000 km",Hyundai,i20,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Fermeture centralisée, Vitres électriques, Intérieur cuir, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632690/hyundai-i20.html,2026-08-12 22:33:04
moteur,632689,Dacia Logan presteg lux,"11,800 MAD",MAD,2017,Diesel,Manuelle,N/A,Agadir,140 km,Dacia,Logan,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632689/dacia-logan.html,2026-08-12 22:33:04
moteur,632688,Fiat Palio Essence Manuelle 2005 à Casablanca,"30,000 MAD",MAD,2005,Essence,Manuelle,N/A,Casablanca,0 km,Fiat,Palio,N/A,N/A,N/A,6,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632688/fiat-palio.html,2026-08-12 22:33:04
moteur,632686,kai sorento prix fix s'il vous plaît,"35,000 MAD",MAD,2003,Diesel,Manuelle,N/A,Casablanca,"330,000 km",Kia,Sorento,N/A,N/A,N/A,9,N/A,kolchi nadi khasha dwra rire sbara motor nadi ji w9alab et bon courage,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632686/kia-sorento.html,2026-08-12 22:33:03
moteur,632685,Renault Clio 5 esprit alpine mod 2025,"213,000 MAD",MAD,2025,Diesel,Manuelle,N/A,Casablanca,"35,000 km",Renault,Clio,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632685/renault-clio.html,2026-08-12 22:33:03
moteur,632684,toyota prado vx,"110,000 MAD",MAD,2004,Diesel,Automatique,N/A,Agadir,400 km,Toyota,Prado,5,N/A,N/A,12,N/A,État du véhicule,Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632684/toyota-prado.html,2026-08-12 22:33:02
moteur,632683,range rover sport,"320,000 MAD",MAD,2015,Diesel,Automatique,N/A,Casablanca,"157,000 km",Land Rover,Range Rover Sport,5,N/A,N/A,12,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632683/land-rover-range-rover-sport.html,2026-08-12 22:33:02
moteur,632682,فيات تيبو في حالة جيد جيدا,"123,000 MAD",MAD,2021,Diesel,Automatique,N/A,Casablanca,158 km,Fiat,Tipo,5,N/A,N/A,6,N/A,"فيات تيبو موديل 2021 للبيع بالدار البيضاء.
- الماركة: فيات
- الموديل: تيبو
- السنة: 2021
- القوة الجبائية: 6 خ
- نوع الوقود: ديزل
- ناقل الحركة: أوتوماتيك
- الرسوم الجمركية: اشتريت في المغرب
- عدد الأبواب: 5
- أول استعمال: لا
للمزيد من المعلومات، تواصل معي.",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632682/fiat-tipo.html,2026-08-12 22:33:02
moteur,632681,Passat B6 Automatique,"100,000 MAD",MAD,2005,Diesel,Automatique,N/A,Casablanca,"233,000 km",Volkswagen,Passat,5,N/A,N/A,8,N/A,"État du véhicule, Climatisation, Airbags, Radar de recul, Jantes",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632681/volkswagen-passat.html,2026-08-12 22:33:02
moteur,632680,Dacia Duster Diesel Manuelle 2016 à Meknès,"135,000 MAD",MAD,2016,Diesel,Manuelle,N/A,Meknes,"160,000 km",Dacia,Duster,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Meknes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632680/dacia-duster.html,2026-08-12 22:33:01
moteur,632679,jaguar xf 2019,"215,000 MAD",MAD,2019,Diesel,Automatique,N/A,Casablanca,"160,000 km",Jaguar,XF,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632679/jaguar-xf.html,2026-08-12 22:22:07
moteur,632678,Renault Mégane II 2008,Appeler pour le prix,MAD,2008,Diesel,Manuelle,N/A,Taza,"200,000 km",Renault,Megane,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Taza,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632678/renault-megane.html,2026-08-12 22:22:07
moteur,632677,Nissan Qashqai de 2021,"210,000 MAD",MAD,2021,Diesel,Automatique,N/A,Guercif,"90,000 km",Nissan,Qashqai,5,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Intérieur cuir, Navigation GPS, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Guercif,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632677/nissan-qashqai.html,2026-08-12 22:22:07
moteur,632676,سيارات للبيع في حالة جيدة,"50,000 MAD",MAD,2006,Diesel,Manuelle,N/A,Taza,240 km,Hyundai,Accent,N/A,N/A,N/A,6,N/A,"État du véhicule, Climatisation, Fermeture centralisée, Vitres électriques, Radar de recul",Taza,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632676/hyundai-accent.html,2026-08-12 22:22:06
moteur,632675,VOLKSWAGEN T‑ROC X‑TRÊME 2.0 TDI 150 DSG7 – 2023,"320,000 MAD",MAD,2023,Diesel,Automatique,N/A,Agadir,"45,000 km",Volkswagen,T-Roc,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632675/volkswagen-t-roc.html,2026-08-12 22:22:06
moteur,632674,okokavendre,"70,000 MAD",MAD,2010,Essence,Manuelle,N/A,Agadir,182 km,Opel,Corsa,5,N/A,N/A,6,N/A,État du véhicule,Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632674/opel-corsa.html,2026-08-12 22:22:06
moteur,632673,Mercedes-Benz Classe C Diesel Automatique 2021,"265,000 MAD",MAD,2021,Diesel,Automatique,N/A,Laayoune,"188,000 km",Mercedes-Benz,Classe C,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Laayoune,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632673/mercedes-benz-classe-c.html,2026-08-12 22:22:06
