source,listing_id,title,price,currency,year,fuel_type,transmission,creator,sector,mileage,brand,model,door_count,origin,first_owner,fiscal_power,condition,equipment,seller_city,image_folder,url,publication_date
moteur,633187,hyundai Tucson,Appeler pour le prix,MAD,2022,Diesel,Automatique,N/A,Casablanca,"94,000 km",Hyundai,Tucson,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633187/hyundai-tucson.html,2026-08-13 15:00:36
moteur,633186,Volkswagen Golf 7 Diesel Automatique 2018,"185,000 MAD",MAD,2018,Diesel,Automatique,N/A,Casablanca,"190,000 km",Volkswagen,Golf 7,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633186/volkswagen-golf-7.html,2026-08-13 15:00:36
moteur,633185,VOLGSWAGEN T ROC EXTREM 2024  1ERE MAIN,"317,000 MAD",MAD,2024,Diesel,Automatique,N/A,Fes,"89,000 km",Volkswagen,T-Roc,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633185/volkswagen-t-roc.html,2026-08-13 15:00:36
moteur,633184,Citroën C5 Diesel Automatique 2020 à Casablanca,"225,000 MAD",MAD,2020,Diesel,Automatique,N/A,Casablanca,"13,000 km",Citroën,C5,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633184/citroen-c5.html,2026-08-13 15:00:36
moteur,633183,Citroën C3 Diesel Manuelle 2019 à Tanger,"116,000 MAD",MAD,2019,Diesel,Manuelle,N/A,Tanger,"130,000 km",Citroën,C3,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Régulateur de vitesse, ESP, Navigation GPS, Ordinateur de bord, Jantes, CD / MP3 / Bluetooth",Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633183/citroen-c3.html,2026-08-13 15:00:35
moteur,633182,Toyota RAV4 essence automatique,"50,000 MAD",MAD,2011,Essence,Automatique,N/A,Safi,"160,000 km",BMW,Z3,N/A,N/A,N/A,11,N/A,Particulier 1ère main sur commande importe Neuf avec carnet d'entretien suivi a la maison,Safi,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633182/bmw-z3.html,2026-08-13 15:00:35
moteur,633181,Citroën C3 Essence Automatique 2025 à Casablanca,"160,000 MAD",MAD,2025,Essence,Automatique,N/A,Casablanca,"17,300 km",Citroën,C3,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633181/citroen-c3.html,2026-08-13 15:00:35
moteur,633180,cherche bmw serie 3 e46,Appeler pour le prix,MAD,2003,Essence,Manuelle,N/A,Casablanca,"160,000 km",BMW,Série 3,N/A,N/A,N/A,11,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633180/bmw-serie-3.html,2026-08-13 15:00:34
moteur,633179,Honda CRV diesel automatique,"55,000 MAD",MAD,2011,Diesel,Automatique,N/A,Safi,"149,000 km",BMW,Z3,N/A,N/A,N/A,8,N/A,Particulier 1ère main sur commande importe Neuf avec carnet d'entretien suivi a la maison,Safi,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633179/bmw-z3.html,2026-08-13 15:00:34
moteur,633178,casablanca,Appeler pour le prix,MAD,2017,Diesel,Manuelle,N/A,Casablanca,135 km,Fiat,Fiorino,5,N/A,N/A,7,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633178/fiat-fiorino.html,2026-08-13 15:00:33
moteur,633177,honda accord 1er mlha,"36,000 MAD",MAD,2001,Essence,Manuelle,N/A,Casablanca,"30,000 km",Honda,Accord,5,N/A,N/A,11,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, ESP, Intérieur cuir, Jantes, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633177/honda-accord.html,2026-08-13 15:00:33
moteur,633176,العيون حي 84,Appeler pour le prix,MAD,2023,Essence,Automatique,N/A,Laayoune,81 km,Dacia,Logan,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Régulateur de vitesse, Vitres électriques, Navigation GPS, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Laayoune,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633176/dacia-logan.html,2026-08-13 14:55:06
moteur,633175,Dacia logan 2017,Appeler pour le prix,MAD,2017,Diesel,Manuelle,N/A,Berrechid,"170,000 km",Dacia,Logan,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Régulateur de vitesse, Vitres électriques, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Berrechid,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633175/dacia-logan.html,2026-08-13 14:55:05
moteur,633174,Ford Ranger Diesel Manuelle 2008 à Kénitra,"110,000 MAD",MAD,2008,Diesel,Manuelle,N/A,Kenitra,"300,000 km",Ford,Ranger,5,N/A,N/A,10,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Vitres électriques, Intérieur cuir, Navigation GPS, Ordinateur de bord, Jantes, CD / MP3 / Bluetooth",Kenitra,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633174/ford-ranger.html,2026-08-13 14:55:05
moteur,633173,Renault Megane Diesel Manuelle 2004 à Casablanca,Appeler pour le prix,MAD,2004,Diesel,Manuelle,N/A,Casablanca,"200,000 km",Renault,Megane,5,N/A,N/A,6,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633173/renault-megane.html,2026-08-13 14:55:04
moteur,633172,Mercedes Class E coupe Essence 2009,"105,000 MAD",MAD,2009,Essence,Automatique,N/A,Casablanca,"208,000 km",Mercedes-Benz,Classe E,3,N/A,N/A,20,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633172/mercedes-benz-classe-e.html,2026-08-13 14:55:04
moteur,633171,Opel Corsa Diesel – GS Infotainment Pack – 2025,"198,000 MAD",MAD,2025,Diesel,Manuelle,N/A,Casablanca,"30,000 km",Opel,Corsa,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633171/opel-corsa.html,2026-08-13 14:55:04
moteur,633170,CITROËN C3 EXCELLENTE ÉTAT 2022  92000 KM,"158,000 MAD",MAD,2022,Diesel,Manuelle,N/A,Fes,"92,000 km",Citroën,C3,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633170/citroen-c3.html,2026-08-13 14:55:03
moteur,633169,Dacia Sandero Stepway 2021,"123,000 MAD",MAD,2021,Diesel,Manuelle,N/A,Agadir,"74,000 km",Dacia,Sandero,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633169/dacia-sandero.html,2026-08-13 14:55:03
moteur,633168,CLA 220 AMG line plus,Appeler pour le prix,MAD,2022,Diesel,Automatique,N/A,Casablanca,"132,521 km",Mercedes-Benz,Classe CLA,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633168/mercedes-benz-classe-cla.html,2026-08-13 14:55:03
moteur,633167,ford focus,"168,000 MAD",MAD,2021,Diesel,Automatique,N/A,Casablanca,"180,000 km",Ford,Focus,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633167/ford-focus.html,2026-08-13 14:55:02
moteur,633166,Cla 220d 2025,"495,000 MAD",MAD,2025,Diesel,Automatique,N/A,Casablanca,"40,000 km",Mercedes-Benz,Classe CLA,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633166/mercedes-benz-classe-cla.html,2026-08-13 14:55:02
moteur,633165,Peugeot 3008 Allure Business 2019,"230,000 MAD",MAD,2019,Diesel,Automatique,N/A,Tanger,"95,000 km",Peugeot,3008,5,N/A,N/A,8,N/A,"État du véhicule, Climatisation, Airbags, Régulateur de vitesse, Vitres électriques, Navigation GPS, Ordinateur de bord, Limiteur de vitesse",Tanger,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633165/peugeot-3008.html,2026-08-13 14:55:02
moteur,633164,toyota corolla x suv,"226,000 MAD",MAD,2021,Hybride,Automatique,N/A,Casablanca,"65,000 km",Toyota,Autre,5,N/A,N/A,10,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633164/toyota-autre.html,2026-08-13 14:52:35
moteur,633161,volkswagen coccinelle cabriolet neuve,"189,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Rabat,"112,000 km",Volkswagen,Coccinelle,3,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Rabat,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633161/volkswagen-coccinelle.html,2026-08-13 14:44:05
moteur,633160,dacia Logan mazot,"50,000 MAD",MAD,2010,Diesel,Manuelle,N/A,Asilah,180 km,Dacia,Logan,N/A,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Asilah,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633160/dacia-logan.html,2026-08-13 14:44:05
moteur,633159,Volkswagen coccinelle cabriolet neuve,"189,000 MAD",MAD,2018,Diesel,Manuelle,N/A,Rabat,"112,000 km",Volkswagen,Coccinelle,3,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Rabat,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633159/volkswagen-coccinelle.html,2026-08-13 14:44:05
moteur,633158,Renault Clio 4,"95,000 MAD",MAD,2020,Diesel,Manuelle,N/A,Asilah,100 km,Renault,Clio,N/A,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Asilah,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633158/renault-clio.html,2026-08-13 14:44:05
moteur,633157,Volkswagen Tiguan 2024,"470,000 MAD",MAD,2024,Essence,Automatique,N/A,Marrakech,"48,000 km",Volkswagen,Tiguan,5,N/A,N/A,15,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633157/volkswagen-tiguan.html,2026-08-13 14:44:05
moteur,633156,Volkswagen Caddy Diesel Manuelle 2018 à El Jadida,"210,000 MAD",MAD,2018,Diesel,Manuelle,N/A,El Jadida,"200,000 km",Volkswagen,Caddy,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",El Jadida,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633156/volkswagen-caddy.html,2026-08-13 14:44:04
moteur,633155,Mercedes-Benz 220 Diesel Automatique 2002,"98,000 MAD",MAD,2002,Diesel,Automatique,N/A,Larache,"383,000 km",Mercedes-Benz,220,N/A,N/A,N/A,9,N/A,"État du véhicule, ABS, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Larache,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633155/mercedes-benz-220.html,2026-08-13 14:44:03
moteur,633154,Mercedes-Benz Classe E Diesel Automatique 2017,"365,000 MAD",MAD,2017,Diesel,Automatique,N/A,Marrakech,"187,000 km",Mercedes-Benz,Classe E,3,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633154/mercedes-benz-classe-e.html,2026-08-13 14:44:03
moteur,633153,très bon état,"99,000 MAD",MAD,2017,Diesel,Manuelle,N/A,Taza,190 km,Dacia,Logan,5,N/A,N/A,6,N/A,"À vendre Dacia Logan de 2017.
- Marque : Dacia
- Modèle : Logan
- Année-Modèle : 2017
- Puissance fiscale : 6 CV
- Type de carburant : Diesel
- Boite de vitesses : Manuelle
Contactez-moi pour plus d'informations.",Taza,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633153/dacia-logan.html,2026-08-13 14:44:03
moteur,633152,Citroën avender,"105,000 MAD",MAD,2018,Diesel,Manuelle,N/A,El Jadida,"151,000 km",Citroën,C3,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",El Jadida,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633152/citroen-c3.html,2026-08-13 14:44:03
moteur,633151,Volkswagen Polo Essence Manuelle 2000 à Casablanca,"39,000 MAD",MAD,2000,Essence,Manuelle,N/A,Casablanca,"210,740 km",Volkswagen,Polo,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Fermeture centralisée, Navigation GPS, Radar de recul, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633151/volkswagen-polo.html,2026-08-13 14:44:02
moteur,633150,Hyundai Accent Diesel Manuelle 2017 à Sidi Rahal,"117,000 MAD",MAD,2017,Diesel,Manuelle,N/A,Sidi Rahal,"130,000 km",Hyundai,Accent,5,N/A,N/A,6,N/A,HYUNDAI ACCENT TRÈS BONNE QUALITÉS LA PAINTURE ORIGAINALE LENTRETIEN DE LA MAISON SONT INTERMIDAIRE WAKALA INTERDI,Sidi Rahal,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633150/hyundai-accent.html,2026-08-13 14:44:02
moteur,633149,renault clio,"53,000 MAD",MAD,2006,Essence,Manuelle,N/A,Meknes,"240,000 km",Renault,Clio,N/A,N/A,N/A,8,N/A,État du véhicule,Meknes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633149/renault-clio.html,2026-08-13 14:44:02
moteur,633148,Peugeot 407 diesel 1.6 a vendre,"78,000 MAD",MAD,2009,Diesel,Manuelle,N/A,Meknes,"350,000 km",Peugeot,407,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Meknes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633148/peugeot-407.html,2026-08-13 14:44:01
moteur,633147,Citroën C3 Diesel Manuelle 2005 à Fès,"57,000 MAD",MAD,2005,Diesel,Manuelle,N/A,Fes,"200,000 km",Citroën,C3,5,N/A,N/A,5,N/A,"Climatisation, Vitres électriques",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633147/citroen-c3.html,2026-08-13 14:44:01
moteur,633146,Porsche Macan,Appeler pour le prix,MAD,2022,Essence,Automatique,N/A,Casablanca,"40,000 km",Porsche,Macan,5,N/A,N/A,11,N/A,"Jantes, Airbags, Navigation GPS, Climatisation, Intérieur cuir, Radar de recul, Vitres électriques, ABS, ESP, Limiteur de vitesse, Régulateur de vitesse, CD / MP3 / Bluetooth, Ordinateur de bord, Fermeture centralisée, État du véhicule",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633146/porsche-macan.html,2026-08-13 14:39:10
moteur,633145,fiat fiorino 2023,"125,000 MAD",MAD,2023,Diesel,Manuelle,N/A,Kenitra,"80,000 km",Fiat,Fiorino,5,N/A,N/A,5,N/A,"État du véhicule, Climatisation, Airbags, Vitres électriques, Ordinateur de bord, Radar de recul, CD / MP3 / Bluetooth",Kenitra,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633145/fiat-fiorino.html,2026-08-13 14:33:04
moteur,633144,بيجو 206 بلوس ديزل,"610,000 MAD",MAD,2010,Diesel,Manuelle,N/A,Agadir,"286,460 km",Peugeot,206,5,N/A,N/A,6,N/A,"État du véhicule, Airbags, Fermeture centralisée, Vitres électriques, CD / MP3 / Bluetooth",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633144/peugeot-206.html,2026-08-13 14:33:03
moteur,633143,Dacia dokker 2015,"105,000 MAD",MAD,2015,Diesel,Manuelle,N/A,Autre,"178,000 km",Dacia,Dokker,5,N/A,N/A,6,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Autre,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633143/dacia-dokker.html,2026-08-13 14:33:03
moteur,633142,opel corsa 2022,"130,000 MAD",MAD,2022,Essence,Manuelle,N/A,Sale,"94,000 km",Opel,Corsa,5,N/A,N/A,7,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Ordinateur de bord, Radar de recul, Limiteur de vitesse, CD / MP3 / Bluetooth",Sale,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633142/opel-corsa.html,2026-08-13 14:33:03
moteur,633141,cupra formentor excellent état avendre,"410,000 MAD",MAD,2025,Diesel,Automatique,N/A,Casablanca,"8,500 km",Cupra,Formentor,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633141/cupra-formentor.html,2026-08-13 14:33:03
moteur,633140,سيارة جيدة,"57,000 MAD",MAD,2005,Diesel,Manuelle,N/A,Fes,"200,000 km",Citroën,C3,5,N/A,N/A,5,N/A,"État du véhicule, Climatisation, Fermeture centralisée, Vitres électriques, Jantes",Fes,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633140/citroen-c3.html,2026-08-13 14:33:02
moteur,633139,CUPRA FORMENTOR 2026 – حالة ممتازة,"410,000 MAD",MAD,2025,Diesel,Automatique,N/A,Casablanca,"8,800 km",Cupra,Formentor,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Intérieur cuir, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633139/cupra-formentor.html,2026-08-13 14:33:02
moteur,633138,Tiguan 2012,"125,000 MAD",MAD,2012,Diesel,Manuelle,N/A,Agadir,"212,000 km",Volkswagen,Tiguan,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Agadir,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633138/volkswagen-tiguan.html,2026-08-13 14:33:01
moteur,633137,Volkswagen Touran Diesel Manuelle 2017,"125,000 MAD",MAD,2017,Diesel,Manuelle,N/A,Casablanca,"150,022 km",Volkswagen,Touran,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633137/volkswagen-touran.html,2026-08-13 14:33:01
moteur,633136,Fiat 500 2017 diesel,"100,000 MAD",MAD,2017,Diesel,Manuelle,N/A,Casablanca,"130,000 km",Fiat,500,3,N/A,N/A,8,N/A,État du véhicule,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633136/fiat-500.html,2026-08-13 14:33:01
moteur,633135,KIFAL - BMW X3,"217,000 MAD",MAD,2017,Diesel,Automatique,N/A,Casablanca,"164,377 km",BMW,X3,N/A,N/A,N/A,8,N/A,"Référence Kifal : #VEH000134B
KIFAL AUTO s'occupe de la vente d'une BMW X3 III - Ph1 - sDrive 18d Avantage BVA 150ch pour le compte de son client particulier.
La voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
KIFAL AUTO n'a pas de garage, la voiture est chez son propriétaire à FES.
Il n'y a pas de frais pour l'acheteur.
Veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

Marque : BMW
Modele : X3
Version : 2017
Carburant : diesel
Transmission : Automatique
Kilométrage : 164 377 Km
Mise en circulation : 08-2017
1ere main : Non
Origine : WW Maroc.",Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633135/bmw-x3.html,2026-08-13 14:26:10
moteur,633134,rabat bab diwana,Appeler pour le prix,MAD,2013,Essence,Manuelle,N/A,Rabat,151 km,Hyundai,i10,N/A,N/A,N/A,6,N/A,État du véhicule,Rabat,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633134/hyundai-i10.html,2026-08-13 14:22:04
moteur,633133,Dacia Sandero Diesel Manuelle 2021 à Had Soualem,"130,000 MAD",MAD,2021,Diesel,Manuelle,N/A,Had Soualem,"120,000 km",Dacia,Sandero,5,N/A,N/A,6,N/A,DACIA SENDERO STEBWAYE TRÈS BONNE QUALITÉS LA PAINTURE ORIGAINALE LENTRETIEN DE LA MAISON SONT INTERMIDAIRE WAKALA INTERDI,Had Soualem,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633133/dacia-sandero.html,2026-08-13 14:22:04
moteur,633132,Volkswagen Golf 7 Diesel Automatique 2019,"240,000 MAD",MAD,2019,Diesel,Automatique,N/A,Marrakech,"200,000 km",Volkswagen,Golf 7,5,N/A,N/A,8,N/A,"État du véhicule, ABS, Climatisation, Airbags, Fermeture centralisée, Régulateur de vitesse, Vitres électriques, ESP, Navigation GPS, Ordinateur de bord, Radar de recul, Jantes, Limiteur de vitesse, CD / MP3 / Bluetooth",Marrakech,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633132/volkswagen-golf-7.html,2026-08-13 14:22:03
moteur,633131,Ds7 crossparck rivoli automatique,"220,000 MAD",MAD,2020,Diesel,Automatique,N/A,Casablanca,0 km,DS,7,5,N/A,N/A,8,N/A,Ds7 crossparck rivoli tt options très bonne état jamais accidentée,Casablanca,,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/633131/ds-7.html,2026-08-13 14:22:02
